$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1207.6176	216.9524	1.0589	108.3199	214.8469	-0.6286	130.6017	216.9524	12.9523	1.0589	-0.7239	0.9588	2.1431	0.4791	0.5598	0.5891	0.6235	0.6598	0.7763	0.2192	0.3334	1207.61	1207.61	-0.6286	-0.7239	A	
null	1207.77	216.9225	1.0591	110.6419	224.4878	-0.6303	125.2007	216.9225	13.1009	1.0591	-0.7262	0.9616	2.1381	0.4675	0.5573	0.5883	0.6211	0.6555	0.7794	0.2144	0.3477	1207.7624	1207.7624	-0.6303	-0.7262	A	
null	1207.9224	216.8926	1.0593	110.6419	234.2472	-0.632	124.2148	216.8926	13.1728	1.0593	-0.7284	0.9644	2.1271	0.4372	0.5315	0.5788	0.6158	0.6505	0.7926	0.2103	0.333	1207.9148	1207.9148	-0.632	-0.7284	A	
null	1208.0748	216.8628	1.0596	110.6419	241.8709	-0.6337	125.3811	216.8628	13.1672	1.0596	-0.7307	0.9672	2.1129	0.4303	0.5213	0.5761	0.615	0.6494	0.798	0.2104	0.3466	1208.0671	1208.0671	-0.6337	-0.7307	A	
null	1208.2272	216.8329	1.0598	111.2872	242.7135	-0.6354	128.6198	216.8329	13.1396	1.0598	-0.7329	0.97	2.1012	0.4193	0.5108	0.5779	0.622	0.6572	0.8211	0.2137	0.3221	1208.2195	1208.2195	-0.6354	-0.7329	A	
null	1208.3796	216.8031	1.0601	112.7993	243.6317	-0.6371	128.1784	216.8031	13.065	1.0601	-0.7352	0.9728	2.098	0.3994	0.4924	0.5658	0.6158	0.6512	0.8273	0.2292	0.335	1208.3719	1208.3719	-0.6371	-0.7352	A	
null	1208.532	216.7733	1.0603	111.1882	243.49	-0.6388	131.4374	216.7733	12.9198	1.0603	-0.7375	0.9756	2.102	0.3838	0.4693	0.5445	0.606	0.6398	0.8227	0.2523	0.3582	1208.5243	1208.5243	-0.6388	-0.7375	A	
null	1208.6844	216.7435	1.0605	112.3949	244.1259	-0.6405	135.6992	216.7435	12.9014	1.0605	-0.7397	0.9785	2.1072	0.3869	0.4726	0.548	0.6145	0.6468	0.8358	0.2769	0.3682	1208.6766	1208.6766	-0.6405	-0.7397	A	
null	1208.8368	216.7137	1.0608	111.5989	242.4901	-0.6422	138.5093	216.7137	12.9017	1.0608	-0.742	0.9813	2.1094	0.3843	0.4712	0.5494	0.6213	0.6556	0.853	0.2769	0.3552	1208.829	1208.829	-0.6422	-0.742	A	
null	1208.9892	216.6839	1.061	111.5989	241.9849	-0.6438	133.4743	216.6839	12.9613	1.061	-0.7442	0.9841	2.115	0.3653	0.4496	0.5256	0.5981	0.6335	0.8275	0.2397	0.3519	1208.9814	1208.9814	-0.6438	-0.7442	A	
null	1209.1416	216.6541	1.0613	115.2832	241.4231	-0.6455	128.7547	216.6541	13.075	1.0613	-0.7465	0.9869	2.1208	0.3645	0.4442	0.5197	0.5923	0.6266	0.8184	0.2316	0.3506	1209.1338	1209.1338	-0.6455	-0.7465	A	
null	1209.294	216.6244	1.0615	113.5979	241.1679	-0.6472	125.2113	216.6244	13.0891	1.0615	-0.7488	0.9897	2.1214	0.3808	0.4583	0.5347	0.6096	0.6447	0.8397	0.2245	0.3404	1209.2861	1209.2861	-0.6472	-0.7488	A	
null	1209.4464	216.5947	1.0618	110.6816	240.7021	-0.6489	126.914	216.5947	13.1932	1.0618	-0.751	0.9925	2.1103	0.3736	0.4437	0.5156	0.5878	0.62	0.8042	0.2234	0.3438	1209.4385	1209.4385	-0.6489	-0.751	A	
null	1209.5988	216.5649	1.062	113.2785	239.7565	-0.6506	128.7183	216.5649	13.3139	1.062	-0.7533	0.9953	2.0954	0.3713	0.4422	0.5134	0.5861	0.6172	0.8006	0.2039	0.3654	1209.5909	1209.5909	-0.6506	-0.7533	A	
null	1209.7512	216.5352	1.0622	110.4401	238.519	-0.6523	129.4062	216.5352	13.0842	1.0622	-0.7556	0.9982	2.085	0.3788	0.4504	0.5181	0.5899	0.6201	0.8001	0.2225	0.3857	1209.7432	1209.7432	-0.6523	-0.7556	A	
null	1209.9036	216.5055	1.0625	110.3764	237.3479	-0.6539	127.2817	216.5055	13.0757	1.0625	-0.7578	1.001	2.0849	0.3822	0.4544	0.5247	0.5951	0.6265	0.8071	0.2187	0.3946	1209.8956	1209.8956	-0.6539	-0.7578	A	
null	1210.056	216.4759	1.0627	110.4117	236.6481	-0.6556	125.7808	216.4759	13.1515	1.0627	-0.7601	1.0038	2.0994	0.3686	0.4453	0.5184	0.5804	0.6117	0.7859	0.2301	0.3731	1210.048	1210.048	-0.6556	-0.7601	A	
null	1210.2084	216.4462	1.063	110.3608	235.8898	-0.6573	121.9381	216.4462	13.1882	1.063	-0.7624	1.0066	2.1166	0.3692	0.4521	0.5275	0.5836	0.6164	0.7881	0.2175	0.368	1210.2004	1210.2004	-0.6573	-0.7624	A	
null	1210.3608	216.4165	1.0632	110.1393	235.8011	-0.659	122.0289	216.4165	13.0307	1.0632	-0.7647	1.0094	2.1347	0.3825	0.4708	0.5498	0.5982	0.6328	0.802	0.2242	0.3499	1210.3527	1210.3527	-0.659	-0.7647	A	
null	1210.5132	216.3869	1.0635	109.7341	235.9472	-0.6607	118.4763	216.3869	12.7889	1.0635	-0.7669	1.0123	2.144	0.384	0.4716	0.5409	0.5783	0.6111	0.7646	0.2243	0.3471	1210.5051	1210.5051	-0.6607	-0.7669	A	
null	1210.6656	216.3573	1.0637	109.2937	231.4491	-0.6623	120.4312	216.3573	12.6722	1.0637	-0.7692	1.0151	2.1502	0.3808	0.4741	0.5284	0.5599	0.59	0.7326	0.2183	0.3419	1210.6575	1210.6575	-0.6623	-0.7692	A	
null	1210.818	216.3277	1.064	108.5058	229.7986	-0.664	121.8633	216.3277	12.5978	1.064	-0.7715	1.0179	2.1583	0.3773	0.4594	0.5108	0.5404	0.5712	0.703	0.2332	0.3223	1210.8099	1210.8099	-0.664	-0.7715	A	
null	1210.9704	216.2981	1.0642	108.3768	226.0498	-0.6657	128.4395	216.2981	12.5277	1.0642	-0.7738	1.0207	2.1789	0.4022	0.4665	0.5184	0.5474	0.5752	0.6973	0.2543	0.3045	1210.9622	1210.9622	-0.6657	-0.7738	A	
null	1211.1228	216.2685	1.0645	107.2036	222.0582	-0.6674	129.3633	216.2685	12.4411	1.0645	-0.7761	1.0235	2.2094	0.4529	0.5185	0.5835	0.6215	0.6536	0.797	0.2953	0.2942	1211.1146	1211.1146	-0.6674	-0.7761	A	
null	1211.2752	216.2389	1.0647	105.7534	213.4299	-0.669	127.7686	216.2389	12.3701	1.0647	-0.7783	1.0264	2.2616	0.4533	0.5239	0.59	0.6357	0.6703	0.8244	0.3043	0.3042	1211.267	1211.267	-0.669	-0.7783	A	
null	1211.4276	216.2094	1.065	103.4854	207.177	-0.6707	126.3587	216.2094	12.2498	1.065	-0.7806	1.0292	2.3384	0.5356	0.6157	0.6942	0.7541	0.7978	0.9888	0.4126	0.2822	1211.4194	1211.4194	-0.6707	-0.7806	A	
null	1211.58	216.1798	1.0652	91.8801	188.9791	-0.6724	120.9994	216.1798	12.2003	1.0652	-0.7829	1.032	2.419	0.8612	0.9779	1.1375	1.2508	1.3322	1.7061	0.7392	0.217	1211.5717	1211.5717	-0.6724	-0.7829	A	
null	1211.7324	216.1503	1.0654	92.6314	185.2407	-0.6741	117.6389	216.1503	12.1042	1.0654	-0.7852	1.0348	2.4497	1.2298	1.31	1.4858	1.6188	1.7503	2.2126	1.3508	0.1857	1211.7241	1211.7241	-0.6741	-0.7852	A	
null	1211.8848	216.1208	1.0657	92.4512	185.2407	-0.6757	112.4735	216.1208	12.0897	1.0657	-0.7875	1.0377	2.435	0.9408	0.9585	1.0489	1.1477	1.249	1.4799	0.7689	0.1858	1211.8765	1211.8765	-0.6757	-0.7875	A	
null	1212.0372	216.0913	1.0659	93.1091	185.8625	-0.6774	114.1649	216.0913	12.1942	1.0659	-0.7898	1.0405	2.4032	0.9123	0.9426	1.0006	1.0934	1.1894	1.3805	0.662	0.2267	1212.0289	1212.0289	-0.6774	-0.7898	A	
null	1212.1896	216.0618	1.0662	97.0615	188.0604	-0.6791	117.1812	216.0618	12.2373	1.0662	-0.7921	1.0433	2.3609	1.0432	1.1012	1.1823	1.296	1.4263	1.6866	0.6247	0.2605	1212.1812	1212.1812	-0.6791	-0.7921	A	
null	1212.342	216.0323	1.0664	96.6925	192.0326	-0.6807	121.9423	216.0323	12.2352	1.0664	-0.7944	1.0461	2.2922	0.7107	0.738	0.7728	0.8353	0.9119	1.0323	0.4465	0.3027	1212.3336	1212.3336	-0.6807	-0.7944	A	
null	1212.4944	216.0028	1.0667	98.0751	201.9707	-0.6824	126.3173	216.0028	12.2389	1.0667	-0.7967	1.049	2.2057	0.5615	0.603	0.6208	0.6636	0.72	0.8054	0.2914	0.3464	1212.486	1212.486	-0.6824	-0.7967	A	
null	1212.6468	215.9734	1.0669	102.8254	206.8075	-0.6841	125.0303	215.9734	12.2675	1.0669	-0.799	1.0518	2.1498	0.5253	0.5749	0.5889	0.6249	0.6735	0.755	0.2432	0.393	1212.6383	1212.6383	-0.6841	-0.799	A	
null	1212.7992	215.944	1.0672	105.6587	218.6306	-0.6857	124.5449	215.944	12.368	1.0672	-0.8012	1.0546	2.1377	0.494	0.558	0.581	0.6093	0.6521	0.7476	0.2318	0.4113	1212.7907	1212.7907	-0.6857	-0.8012	A	
null	1212.9516	215.9145	1.0674	108.6608	226.337	-0.6874	127.5295	215.9145	12.6255	1.0674	-0.8035	1.0575	2.1436	0.465	0.5431	0.5709	0.5941	0.6325	0.739	0.2277	0.4019	1212.9431	1212.9431	-0.6874	-0.8035	A	
null	1213.104	215.8851	1.0677	109.3993	232.3004	-0.6891	132.343	215.8851	12.8429	1.0677	-0.8058	1.0603	2.1499	0.4529	0.5548	0.5885	0.6103	0.6425	0.7706	0.2263	0.3873	1213.0955	1213.0955	-0.6891	-0.8058	A	
null	1213.2564	215.8558	1.0679	111.1118	235.329	-0.6907	129.3347	215.8558	13.1637	1.0679	-0.8082	1.0631	2.1453	0.4631	0.568	0.6184	0.6471	0.6766	0.8256	0.2276	0.3783	1213.2478	1213.2478	-0.6907	-0.8082	A	
null	1213.4088	215.8264	1.0682	111.691	243.3506	-0.6924	125.3284	215.8264	13.2197	1.0682	-0.8105	1.066	2.1426	0.4664	0.5548	0.6121	0.643	0.6678	0.8135	0.2333	0.369	1213.4002	1213.4002	-0.6924	-0.8105	A	
null	1213.5612	215.797	1.0684	112.0403	243.327	-0.6941	126.9932	215.797	13.2562	1.0684	-0.8128	1.0688	2.1394	0.4569	0.5306	0.5945	0.6347	0.6537	0.8018	0.2296	0.3696	1213.5526	1213.5526	-0.6941	-0.8128	A	
null	1213.7136	215.7677	1.0687	111.6337	244.682	-0.6957	134.1994	215.7677	13.2578	1.0687	-0.8151	1.0716	2.1319	0.4438	0.5075	0.5685	0.6161	0.6314	0.776	0.2237	0.3667	1213.705	1213.705	-0.6957	-0.8151	A	
null	1213.866	215.7383	1.0689	110.2521	245.3814	-0.6974	136.772	215.7383	13.1211	1.0689	-0.8174	1.0745	2.1239	0.4431	0.5059	0.5669	0.6234	0.635	0.7855	0.2228	0.3748	1213.8573	1213.8573	-0.6974	-0.8174	A	
null	1214.0184	215.709	1.0692	111.654	244.0603	-0.699	134.4446	215.709	13.1656	1.0692	-0.8197	1.0773	2.1234	0.4427	0.5115	0.5754	0.6419	0.6532	0.8168	0.2243	0.3902	1214.0097	1214.0097	-0.699	-0.8197	A	
null	1214.1708	215.6797	1.0695	111.6968	242.8258	-0.7007	131.6331	215.6797	13.0663	1.0695	-0.822	1.0801	2.1368	0.4343	0.5065	0.5692	0.6393	0.6494	0.8188	0.228	0.4032	1214.1621	1214.1621	-0.7007	-0.822	A	
null	1214.3232	215.6504	1.0697	111.2257	242.3549	-0.7024	129.5056	215.6504	12.999	1.0697	-0.8243	1.083	2.1528	0.4332	0.5113	0.5847	0.6644	0.6785	0.8707	0.2379	0.388	1214.3145	1214.3145	-0.7024	-0.8243	A	
null	1214.4756	215.6211	1.07	110.9186	239.1268	-0.704	129.5719	215.6211	12.7493	1.07	-0.8266	1.0858	2.1491	0.4442	0.5244	0.6024	0.6864	0.7042	0.9076	0.24	0.3681	1214.4668	1214.4668	-0.704	-0.8266	A	
null	1214.628	215.5918	1.0702	109.9118	239.2547	-0.7057	131.5797	215.5918	12.8628	1.0702	-0.8289	1.0886	2.123	0.4361	0.5129	0.5916	0.6734	0.6937	0.8941	0.2311	0.3638	1214.6192	1214.6192	-0.7057	-0.8289	A	
null	1214.7804	215.5626	1.0705	109.8699	234.7074	-0.7073	134.3645	215.5626	12.8518	1.0705	-0.8312	1.0915	2.1015	0.4244	0.5011	0.5794	0.6579	0.6804	0.8755	0.2102	0.3846	1214.7716	1214.7716	-0.7073	-0.8312	A	
null	1214.9328	215.5334	1.0707	109.7597	233.7727	-0.709	136.4463	215.5334	12.7516	1.0707	-0.8336	1.0943	2.1241	0.4212	0.4966	0.572	0.6426	0.6664	0.8496	0.2363	0.3813	1214.9239	1214.9239	-0.709	-0.8336	A	
null	1215.0852	215.5041	1.071	109.9449	232.9799	-0.7106	136.7026	215.5041	12.6911	1.071	-0.8359	1.0971	2.1601	0.4566	0.539	0.6198	0.6883	0.7138	0.9019	0.2601	0.3718	1215.0763	1215.0763	-0.7106	-0.8359	A	
null	1215.2376	215.4749	1.0712	109.5662	231.3915	-0.7123	132.8473	215.4749	12.7287	1.0712	-0.8382	1.1	2.1642	0.447	0.5379	0.6145	0.6734	0.6981	0.8772	0.287	0.3576	1215.2287	1215.2287	-0.7123	-0.8382	A	
null	1215.39	215.4457	1.0715	108.6247	231.6345	-0.714	127.9703	215.4457	12.7807	1.0715	-0.8405	1.1028	2.1363	0.4262	0.521	0.5864	0.6295	0.6493	0.8121	0.2692	0.363	1215.3811	1215.3811	-0.714	-0.8405	A	
null	1215.5424	215.4165	1.0717	108.6247	232.3336	-0.7156	133.3892	215.4165	12.7114	1.0717	-0.8428	1.1057	2.1075	0.4269	0.5238	0.5854	0.6212	0.6375	0.7946	0.2728	0.3532	1215.5334	1215.5334	-0.7156	-0.8428	A	
null	1215.6948	215.3874	1.072	108.2284	231.7703	-0.7173	137.1566	215.3874	12.4922	1.072	-0.8452	1.1085	2.1095	0.4423	0.5308	0.5885	0.6184	0.6331	0.7789	0.2848	0.3435	1215.6858	1215.6858	-0.7173	-0.8452	A	
null	1215.8472	215.3582	1.0722	108.4215	222.7169	-0.7189	139.0679	215.3582	12.4754	1.0722	-0.8475	1.1113	2.1199	0.4426	0.5216	0.582	0.6064	0.619	0.7583	0.2751	0.3454	1215.8382	1215.8382	-0.7189	-0.8475	A	
null	1215.9996	215.3291	1.0725	116.0754	216.0954	-0.7206	133.2782	215.3291	12.3627	1.0725	-0.8498	1.1142	2.1537	0.4353	0.5088	0.5649	0.5884	0.6009	0.7328	0.2642	0.3735	1215.9906	1215.9906	-0.7206	-0.8498	A	
null	1216.152	215.2999	1.0728	117.4386	208.7605	-0.7222	131.638	215.2999	12.3052	1.0728	-0.8521	1.117	2.1886	0.4712	0.5453	0.6142	0.645	0.6623	0.8122	0.2832	0.3756	1216.1429	1216.1429	-0.7222	-0.8521	A	
null	1216.3044	215.2708	1.073	114.9039	198.3201	-0.7239	132.4949	215.2708	12.1613	1.073	-0.8545	1.1199	2.2111	0.5605	0.6618	0.7609	0.8038	0.8252	1.0339	0.3106	0.3696	1216.2953	1216.2953	-0.7239	-0.8545	A	
null	1216.4568	215.2417	1.0733	128.684	191.0603	-0.7255	131.9763	215.2417	12.1144	1.0733	-0.8568	1.1227	2.2209	0.607	0.7161	0.8377	0.8917	0.9216	1.1646	0.3743	0.3509	1216.4477	1216.4477	-0.7255	-0.8568	A	
null	1216.6092	215.2126	1.0735	128.9344	201.0427	-0.7272	134.5596	215.2126	12.2324	1.0735	-0.8591	1.1256	2.2248	0.6793	0.8185	0.9511	1.0223	1.059	1.3544	0.3343	0.3372	1216.6001	1216.6001	-0.7272	-0.8591	A	
null	1216.7616	215.1836	1.0738	122.3288	206.3539	-0.7288	141.4226	215.1836	12.3039	1.0738	-0.8615	1.1284	2.222	1.1163	1.3572	1.5737	1.735	1.8146	2.3126	0.4059	0.3367	1216.7524	1216.7524	-0.7288	-0.8615	A	
null	1216.914	215.1545	1.074	123.0639	224.4135	-0.7304	156.3752	215.1545	13.2681	1.074	-0.8638	1.1312	2.1924	1.3633	1.5353	1.6299	1.7379	1.8002	1.7811	0.3048	0.352	1216.9048	1216.9048	-0.7304	-0.8638	A	
null	1217.0664	215.1255	1.0743	123.8841	234.5716	-0.7321	175.3582	215.1255	15.7751	1.0743	-0.8661	1.1341	2.1628	1.3146	1.6214	1.5891	1.6439	1.6826	1.6462	0.2439	0.3791	1217.0572	1217.0572	-0.7321	-0.8661	A	
null	1217.2188	215.0964	1.0746	123.8334	255.709	-0.7337	177.6519	215.0964	16.0645	1.0746	-0.8685	1.1369	2.1244	1.2324	1.8351	1.6713	1.6862	1.7056	1.6696	0.2098	0.3895	1217.2095	1217.2095	-0.7337	-0.8685	A	
null	1217.3712	215.0674	1.0748	123.1458	256.9954	-0.7354	171.6239	215.0674	16.0023	1.0748	-0.8708	1.1398	2.1134	1.2343	2.4984	1.898	1.8214	1.8327	1.768	0.1972	0.3658	1217.3619	1217.3619	-0.7354	-0.8708	A	
null	1217.5236	215.0384	1.0751	122.263	158.3509	-0.737	159.957	215.0384	13.7437	1.0751	-0.8732	1.1426	2.1191	1.2804	2.853	1.9087	1.7641	1.7722	1.718	0.2196	0.3769	1217.5143	1217.5143	-0.737	-0.8732	A	
null	1217.676	215.0094	1.0753	119.861	178.3901	-0.7387	154.9768	215.0094	12.5222	1.0753	-0.8755	1.1455	2.1722	1.3919	2.3054	1.9058	1.8388	1.8712	1.7725	0.2394	0.3974	1217.6667	1217.6667	-0.7387	-0.8755	A	
null	1217.8284	214.9805	1.0756	118.7711	214.5313	-0.7403	154.5543	214.9805	12.3982	1.0756	-0.8778	1.1483	2.2329	1.4322	1.8997	1.8464	1.866	1.9158	2.005	0.3728	0.3732	1217.819	1217.819	-0.7403	-0.8778	A	
null	1217.9808	214.9515	1.0758	116.7672	225.6419	-0.7419	152.0651	214.9515	12.5467	1.0758	-0.8802	1.1512	2.2913	1.4737	1.7612	1.9572	2.0593	2.1331	2.5906	0.5276	0.3346	1217.9714	1217.9714	-0.7419	-0.8802	A	
null	1218.1332	214.9225	1.0761	115.0344	224.6746	-0.7436	146.8177	214.9225	12.2807	1.0761	-0.8825	1.154	2.3263	1.3313	1.6311	1.8253	1.9453	2.0314	2.4973	0.769	0.2885	1218.1238	1218.1238	-0.7436	-0.8825	A	
null	1218.2856	214.8936	1.0764	112.6341	228.1384	-0.7452	145.3697	214.8936	12.111	1.0764	-0.8849	1.1569	2.3468	1.2961	1.4488	1.5694	1.6704	1.7401	2.0673	0.9436	0.2708	1218.2762	1218.2762	-0.7452	-0.8849	A	
null	1218.438	214.8647	1.0766	108.4891	228.1384	-0.7469	148.8528	214.8647	12.1979	1.0766	-0.8872	1.1597	2.344	1.4041	1.5808	1.7093	1.8355	1.9242	2.3119	0.8779	0.2569	1218.4285	1218.4285	-0.7469	-0.8872	A	
null	1218.5904	214.8358	1.0769	105.9894	231.362	-0.7485	146.9558	214.8358	12.2915	1.0769	-0.8896	1.1626	2.3307	1.3898	1.4987	1.6176	1.7146	1.8012	2.1335	0.7722	0.2501	1218.5809	1218.5809	-0.7485	-0.8896	A	
null	1218.7428	214.8069	1.0771	108.2625	228.83	-0.7501	140.3286	214.8069	12.3702	1.0771	-0.8919	1.1654	2.3122	1.2119	1.288	1.372	1.4456	1.5173	1.7621	0.6925	0.2645	1218.7333	1218.7333	-0.7501	-0.8919	A	
null	1218.8952	214.778	1.0774	104.7468	230.733	-0.7518	134.7496	214.778	12.4565	1.0774	-0.8943	1.1683	2.294	1.1823	1.2989	1.3824	1.4512	1.5174	1.7491	0.6859	0.2918	1218.8857	1218.8857	-0.7518	-0.8943	A	
null	1219.0476	214.7492	1.0777	104.5955	226.9227	-0.7534	131.5499	214.7492	12.5685	1.0777	-0.8966	1.1711	2.282	1.1929	1.3592	1.4416	1.5273	1.5944	1.8479	0.7607	0.3198	1219.038	1219.038	-0.7534	-0.8966	A	
null	1219.2	214.7203	1.0779	104.3139	227.0162	-0.755	130.969	214.7203	12.6105	1.0779	-0.899	1.174	2.2625	1.0873	1.2422	1.2976	1.3744	1.4359	1.6408	0.6948	0.3424	1219.1904	1219.1904	-0.755	-0.899	A	
null	1219.3524	214.6915	1.0782	104.3139	225.2062	-0.7567	134.2996	214.6915	12.8085	1.0782	-0.9014	1.1768	2.2377	0.9267	1.0474	1.0912	1.1651	1.2104	1.3931	0.5192	0.3376	1219.3428	1219.3428	-0.7567	-0.9014	A	
null	1219.5048	214.6626	1.0785	102.8052	221.838	-0.7583	135.4733	214.6626	12.8981	1.0785	-0.9037	1.1797	2.196	0.7379	0.8093	0.8559	0.9126	0.9401	1.0873	0.406	0.3722	1219.4951	1219.4951	-0.7583	-0.9037	A	
null	1219.6572	214.6338	1.0787	101.6931	219.6726	-0.7599	139.3376	214.6338	13.0436	1.0787	-0.9061	1.1826	2.1703	0.7089	0.7626	0.8053	0.8598	0.8749	1.0029	0.3757	0.3483	1219.6475	1219.6475	-0.7599	-0.9061	A	
null	1219.8096	214.605	1.079	100.717	217.7546	-0.7616	137.3435	214.605	13.0893	1.079	-0.9084	1.1854	2.1808	0.7806	0.8706	0.9279	0.9948	1.0094	1.1814	0.3477	0.3523	1219.7999	1219.7999	-0.7616	-0.9084	A	
null	1219.962	214.5763	1.0792	100.6381	216.6228	-0.7632	134.3242	214.5763	13.1194	1.0792	-0.9108	1.1883	2.2241	0.8624	0.9936	1.0756	1.1589	1.1703	1.3958	0.3671	0.349	1219.9523	1219.9523	-0.7632	-0.9108	A	
null	1220.1144	214.5475	1.0795	101.4983	210.498	-0.7648	128.2961	214.5475	12.6337	1.0795	-0.9132	1.1911	2.2571	0.9713	1.1459	1.2705	1.377	1.4045	1.7264	0.3973	0.3825	1220.1046	1220.1046	-0.7648	-0.9132	A	
null	1220.2668	214.5188	1.0798	101.4261	210.3045	-0.7664	118.5632	214.5188	12.4688	1.0798	-0.9155	1.194	2.2515	0.9036	1.0402	1.1596	1.2635	1.2975	1.6161	0.4197	0.3678	1220.257	1220.257	-0.7664	-0.9155	A	
null	1220.4192	214.49	1.08	101.7873	215.3537	-0.7681	118.4237	214.49	12.3295	1.08	-0.9179	1.1968	2.2167	0.6843	0.7989	0.9121	0.9907	1.021	1.2838	0.3448	0.3738	1220.4094	1220.4094	-0.7681	-0.9179	A	
null	1220.5716	214.4613	1.0803	101.7873	216.1834	-0.7697	118.9109	214.4613	12.5769	1.0803	-0.9203	1.1997	2.1808	0.5453	0.6619	0.7542	0.8179	0.8383	1.0596	0.2834	0.3605	1220.5618	1220.5618	-0.7697	-0.9203	A	
null	1220.724	214.4326	1.0806	102.1528	217.0687	-0.7713	123.1974	214.4326	12.5932	1.0806	-0.9226	1.2026	2.163	0.5203	0.6309	0.7185	0.7799	0.8013	1.0102	0.2615	0.3758	1220.7141	1220.7141	-0.7713	-0.9226	A	
null	1220.8764	214.4039	1.0808	104.7782	219.7596	-0.7729	128.3757	214.4039	12.8235	1.0808	-0.925	1.2054	2.1491	0.4952	0.6078	0.6722	0.7308	0.749	0.9346	0.2597	0.3664	1220.8665	1220.8665	-0.7729	-0.925	A	
null	1221.0288	214.3752	1.0811	104.7782	221.465	-0.7746	132.092	214.3752	13.0085	1.0811	-0.9274	1.2083	2.1338	0.4754	0.5917	0.6448	0.7002	0.7183	0.8934	0.2515	0.36	1221.0189	1221.0189	-0.7746	-0.9274	A	
null	1221.1812	214.3465	1.0814	104.2786	221.6181	-0.7762	132.3816	214.3465	13.1541	1.0814	-0.9297	1.2112	2.1082	0.4628	0.5907	0.6466	0.6996	0.7206	0.9029	0.2485	0.3663	1221.1712	1221.1712	-0.7762	-0.9297	A	
null	1221.3336	214.3179	1.0816	104.2786	220.4163	-0.7778	126.5576	214.3179	13.0802	1.0816	-0.9321	1.214	2.126	0.4968	0.6272	0.6984	0.7526	0.779	0.9792	0.2694	0.3658	1221.3236	1221.3236	-0.7778	-0.9321	A	
null	1221.486	214.2892	1.0819	102.6362	221.175	-0.7794	123.6086	214.2892	12.7509	1.0819	-0.9345	1.2169	2.1842	0.5504	0.6809	0.7891	0.846	0.8823	1.1258	0.2972	0.3654	1221.476	1221.476	-0.7794	-0.9345	A	
null	1221.6384	214.2606	1.0822	98.428	202.1913	-0.7811	121.115	214.2606	12.5285	1.0822	-0.9369	1.2197	2.26	0.5778	0.715	0.8513	0.927	0.9765	1.2771	0.3565	0.39	1221.6284	1221.6284	-0.7811	-0.9369	A	
null	1221.7908	214.232	1.0824	98.428	197.9397	-0.7827	117.803	214.232	12.2977	1.0824	-0.9393	1.2226	2.2991	0.6344	0.7845	0.9486	1.0508	1.1098	1.4789	0.4111	0.3908	1221.7807	1221.7807	-0.7827	-0.9393	A	
null	1221.9432	214.2034	1.0827	99.2626	198.3046	-0.7843	119.5089	214.2034	12.2321	1.0827	-0.9416	1.2255	2.3027	0.6966	0.8564	1.0401	1.1762	1.2563	1.6903	0.4917	0.3794	1221.9331	1221.9331	-0.7843	-0.9416	A	
null	1222.0956	214.1748	1.083	99.9827	197.9341	-0.7859	123.5852	214.1748	12.1637	1.083	-0.944	1.2283	2.2869	0.7099	0.8636	1.0389	1.1795	1.2673	1.6957	0.4876	0.3345	1222.0855	1222.0855	-0.7859	-0.944	A	
null	1222.248	214.1463	1.0832	98.5372	198.1447	-0.7875	125.4468	214.1463	12.1213	1.0832	-0.9464	1.2312	2.2621	0.6599	0.7887	0.9316	1.0556	1.1346	1.4926	0.4075	0.3182	1222.2379	1222.2379	-0.7875	-0.9464	A	
null	1222.4004	214.1177	1.0835	98.5372	202.6078	-0.7891	125.208	214.1177	12.1453	1.0835	-0.9488	1.2341	2.2232	0.5845	0.6949	0.7982	0.8999	0.9686	1.244	0.3495	0.3229	1222.3902	1222.3902	-0.7891	-0.9488	A	
null	1222.5528	214.0892	1.0838	98.7503	205.1869	-0.7908	125.8866	214.0892	12.1553	1.0838	-0.9512	1.2369	2.1888	0.5341	0.6298	0.7081	0.7928	0.8497	1.0693	0.3089	0.3562	1222.5426	1222.5426	-0.7908	-0.9512	A	
null	1222.7052	214.0606	1.084	99.9299	207.5329	-0.7924	129.7218	214.0606	12.1586	1.084	-0.9536	1.2398	2.1603	0.5302	0.6334	0.7065	0.7859	0.8431	1.0524	0.3042	0.3653	1222.695	1222.695	-0.7924	-0.9536	A	
